,title,year,day,month,country,product-category
4618,Recall of All Batches of SuperValu Long Grain Rice due to the Possible Presence of Wood Fragments,2021,12,10,ie,cereals and bakery products
4619,Recall of Certain Batches of King Oscar Szproty and Sledz due to the Presence of the Unauthorised Pesticide Ethylene Oxide,2021,13,10,ie,seafood
4620,"Butterball, LLC Recalls Ground Turkey Products Due to Possible Foreign Matter Contamination",2021,13,10,us,"meat, egg and dairy products"
4621,Jongilpoom brand Enoki Mushroom recalled due to Listeria monocytogenes,2021,14,10,ca,fruits and vegetables
4622,Canada Uncle Bill Seafood brand Dried Octopus recalled due to undeclared sulphites,2021,14,10,ca,seafood
4623,Evans Food Group Recalls Pork Products Imported Without Benefit of Inspection,2021,14,10,us,"meat, egg and dairy products"
4624,allSpices Food brand Sauce Ging-Hab recalled due to container integrity defects,2021,15,10,ca,"soups, broths, sauces and condiments"
4625,Recall of Certain Batches of Emergen-C Energy Release and Immunity Support Food Supplement due to the Presence of the Unauthorised Pesticide Ethylene Oxide,2021,15,10,ie,"dietetic foods, food supplements, fortified foods"
4626,Frank and Honest recalls Frank and Honest Cold Brew because of undeclared oat (gluten),2021,16,10,uk,non-alcoholic beverages
4627,Ivar's Soup and Sauce Company Recalls Kettle Classic Clam Chowder with Uncured Bacon Because the Product may Contain Hard Plastic Pieces,2021,19,10,us,"soups, broths, sauces and condiments"
4628,Prepackaged egg noodle sample in breach of food labelling regulation,2021,19,10,hk,cereals and bakery products
4629,Demaiz Inc. Recalls Beef And Pork Tamale Products Due To Misbranding And Undeclared Allergen,2021,20,10,us,"meat, egg and dairy products"
4630,Smilin’ Bob’s Issues Allergy Alert On Undeclared Egg In Smilin’ Bob’s Smoked Fish Dip Products,2021,21,10,us,"soups, broths, sauces and condiments"
4631,JK Foods (UK) are recalling Flying Goose Sriracha Mayo Sauce because of undeclared mustard and soya,2021,21,10,uk,"soups, broths, sauces and condiments"
4632,"Whole raw onions (red, yellow, and white) exported by Prosource Produce LLC, produce of the state of Chihuahua, Mexico recalled due to Salmonella",2021,21,10,ca,fruits and vegetables
4633,Affco Usa Recalls Frozen Raw Lamb Products Imported Without Benefit Of Import Inspection,2021,21,10,us,"meat, egg and dairy products"
4634,"Gwillimdale Farms brand Onions, Product of Mexico recalled due to Salmonella",2021,22,10,ca,fruits and vegetables
4635,Asda recalls Asda Maple Flavour Pork Belly Slices because of undeclared wheat (gluten) and soya,2021,22,10,uk,"meat, egg and dairy products"
4636,"Keeler Family Farms Recalls Red, White, and Yellow Onions Due to Possible Health Risk",2021,22,10,us,fruits and vegetables
4637,Charcuterie Fortin brand Salami recalled due to undeclared wheat,2021,23,10,ca,"meat, egg and dairy products"
4638,"Taylor Farms Mushroom Stir Fry, 9 Oz.",2021,23,10,us,fruits and vegetables
4639,"Potandon Produce Voluntarily Recalls Select Red, White, and Yellow Whole Onions Because of Possible Health Risk",2021,23,10,us,fruits and vegetables
4640,EveryPlate Issues Recall Notice for Products containing Onions due to Possible Health Risk,2021,23,10,us,"soups, broths, sauces and condiments"
4641,Cedar’s Mediterranean Foods Issues Allergy Alert on Undeclared Pine Nut in 10 Oz. Organic Mediterranean Hommus,2021,25,10,us,prepared dishes and snacks
4642,Sliced White Mushrooms prepared for Metro Brands recalled due to Listeria monocytogenes,2021,25,10,ca,fruits and vegetables
4643,"Recall of Certain Batches of B&K Filety Z Makreli, Szproty and Sledz due to the Presence of the Unauthorised Pesticide Ethylene Oxide",2021,26,10,ie,seafood
4644,Recall of a Batch of Al Burj Tahini Halva with Pistachios due to the Presence of Salmonella,2021,27,10,ie,"nuts, nut products and seeds"
4645,Recall of a Batch of Marks and Spencer 20 Cocktail Sausage Rolls due to Mislabelling with an Incorrect Use by Date,2021,27,10,ie,prepared dishes and snacks
4646,Goodfood brand Onions recalled due to Salmonella,2021,27,10,ca,fruits and vegetables
4647,Undeclared Soya in Batches of Marks & Spencer Sticky BBQ Wings and Marks & Spencer Chinese Style Wings,2021,27,10,ie,"meat, egg and dairy products"
4648,Lindt &amp; Sprüngli (UK) Ltd recalls Lindt LINDOR Salted Caramel Milk Chocolate Bars because of undeclared wheat (gluten),2021,27,10,uk,"cocoa and cocoa preparations, coffee and tea"
4649,Bobo’s Issues a Voluntary Allergy Alert on Undeclared Peanuts in Almond Butter Bars,2021,27,10,us,"nuts, nut products and seeds"
4650,Longo's brand Chicken Burgers recalled due to undeclared egg,2021,28,10,ca,"meat, egg and dairy products"
4651,"Dorsey brand, MVP brand, Pier-C brand, and Riga Farms brand Onions, Product of Mexico recalled due to Salmonella",2021,28,10,ca,fruits and vegetables
4652,Jongilpoom brand Enoki Mushroom recalled due to Listeria monocytogenes,2021,28,10,ca,fruits and vegetables
4653,Walkers brand Mint Thins recalled due to undeclared milk,2021,29,10,ca,"cocoa and cocoa preparations, coffee and tea"
4654,Dole Fresh Vegetables Announces Precautionary Limited Recall of Garden Classic Salads for Possible Contamination with Listeria monocytogenes,2021,29,10,us,prepared dishes and snacks
4655,Sainsbury’s recalls by Sainsbury’s Spaghetti Carbonara because of undeclared mustard,2021,29,10,uk,"soups, broths, sauces and condiments"
4656,Amara brand Organic Smoothie Melts – Carrot Raspberry recalled due to plastic pieces,2021,29,10,ca,fruits and vegetables
4657,FSIS Issues Public Health Alert for Salame Stick Products  Due to Possible Salmonella Contamination,2021,29,10,us,"meat, egg and dairy products"
4658,"Northern King brand and Thai Gold brand Shrimp Tempura recalled due to undeclared egg, soy, milk, and sulphites",2021,29,10,ca,seafood
4659,Flowers Foods Issues Voluntary Recall on Certain Tastykake Multi-Pack Cupcakes Sold in Eight States Due to Possible Presence of Tiny Fragments of Metal Mesh Wire,2021,31,10,us,confectionery
4660,Iceland recalls Iceland Ready to Eat Tikka Chicken Breast Slices because of undeclared milk,2021,31,10,uk,"meat, egg and dairy products"
4661,Ukrop’s Homestyle Foods Announces Voluntary Recall Six Green Salads and Chicken Caesar Wrap,2021,1,11,us,prepared dishes and snacks
4662,Murray Int’l Trading Inc is Voluntary Recalling Angelicae Sinensis Due to Elevated Levels of Lead and Cadmium,2021,2,11,us,herbs and spices
4663,Recall of a Batch of Joyces Supermarkets of Galway Tipperary Brie due to the Presence of E. coli.,2021,4,11,ie,"meat, egg and dairy products"
4664,Amended – Flowers Foods Issues Voluntary Recall on Certain Tastykake Products Due to Possible Presence of Tiny Fragments of Metal Mesh Wire,2021,4,11,us,confectionery
4665,Pier-C Produce Inc. Recalls 2 lb White Onions – Product of Mexico Because of Possible Health Risk,2021,4,11,us,fruits and vegetables
4666,"Southeastern Grocers Recalls Fisherman’s Wharf Brand Jumbo Cooked Shrimp, Frozen 16-20 Count, Due to Possible Health Risk",2021,5,11,us,seafood
4667,Co-op recalls Co-op 2 Salmon En Croute because of undeclared prawns (crustaceans),2021,8,11,uk,seafood
4668,"Nutracap Holdings, LLC Issues Voluntary Recall of Various Dietary Supplements Due to Undeclared Wheat, Milk, Soy and/or Coconut",2021,9,11,us,"dietetic foods, food supplements, fortified foods"
4669,Ellenos Real Greek Issues Allergy Alert on Undeclared Egg in Mango Greek Yogurt 16 oz. Cup,2021,10,11,us,"meat, egg and dairy products"
4670,Euro Foods Dba Citterio USA Corp. Recalls Salame Stick Products Due To Possible Salmonella Contamination,2021,10,11,us,"meat, egg and dairy products"
4671,"Innovative Solutions, Inc. Recalls Chicken Patty Products Due To Possible Foreign Matter Contamination",2021,10,11,us,"meat, egg and dairy products"
4672,Tesco recalls Tesco Green Thai Style Sauce because of undeclared milk,2021,11,11,uk,"soups, broths, sauces and condiments"
4673,Monta Foods — YBC Picola Strawberry 58.8g,2021,11,11,au,cereals and bakery products
4674,Nutracap Holdings; LLC Issues Voluntary Recall of Various Dietary Supplements Due to Undeclared Milk,2021,12,11,us,"dietetic foods, food supplements, fortified foods"
4675,Potential Presence of Milk in a Batch of Tesco Green Thai Style Sauce,2021,12,11,ie,"soups, broths, sauces and condiments"
4676,"Porthilly Shellfish recalls oysters from Camel Estuary, Cornwall because of possible contamination with norovirus",2021,12,11,uk,seafood
4677,Dorset Oysters recalls Dorset Oysters because of possible contamination with norovirus,2021,14,11,uk,seafood
4678,"Alsum Farms & Produce Voluntarily Recalls Select Yellow, White, and Red Onions Because of Possible Health Risk",2021,15,11,us,fruits and vegetables
4679,Shamrock Foods Company DBA Gold Canyon Meat Company Recalls Raw Ground Beef Products  Due To Possible Foreign Matter Contamination,2021,15,11,us,"meat, egg and dairy products"
4680,Spice ‘N’ More Corp. Issues Allergy Alert on Undeclared Peanuts in Salma Natural Curry Powder (Lot # H092021),2021,16,11,us,herbs and spices
4681,U.M.I. Foods recalls stuffed mushroom products because of undeclared wheat (gluten),2021,18,11,uk,"soups, broths, sauces and condiments"
4682,"Cargill voluntarily recalls 469, one-pound bags of Wilbur Dark Chocolate Triple Covered Malted Milk Balls due to possible peanut allergen presence",2021,19,11,us,"cocoa and cocoa preparations, coffee and tea"
4683,Waitrose recalls Waitrose Thrive Fish Pie because of undeclared egg,2021,20,11,uk,seafood
4684,"TaDah! Foods of Springfield, VA is Voluntarily Recalling Two Batches of Production of Spicy Brown Sugar Harissa Hummus Due to an Undeclared Milk Allergen",2021,22,11,us,fruits and vegetables
4685,The Spice House Issues Allergy Alert on Undeclared Sesame in Sichuan Chili BBQ Rub,2021,22,11,us,herbs and spices
4686,"JFC International Inc. Issues Allergy Alert on Undeclared Fish (Bonito, Sardine, Tuna) in Wel Pac Shrimp Soup Stock",2021,23,11,us,"soups, broths, sauces and condiments"
4687,Fischer & Wieser Specialty Foods Issues Voluntary Recall of H-E-B Creamy Tomato Basil Soup,2021,23,11,us,"soups, broths, sauces and condiments"
4688,Recall of a Batch of Kama Hemp 100% Organic Hemp Juice Powder Due to the Presence of Unsafe Levels of Delta‐9‐tetrahydrocannabinol (THC),2021,24,11,ie,"cocoa and cocoa preparations, coffee and tea"
4689,Conagra Brands Issues Voluntary Recall of Certain Birds Eye Broccoli Tots® Due to Potential Presence of Small Rocks and Metal Fragments in Product,2021,24,11,us,prepared dishes and snacks
4690,Prepackaged shrimp noodles sample in breach of food labelling regulation,2021,24,11,hk,other food product / mixed
4691,The Cottage — Persian Labneh 300g,2021,26,11,au,"meat, egg and dairy products"
4692,The Cottage Persian Labneh 300g,2021,26,11,au,"meat, egg and dairy products"
4693,Recall of a Batch of The Proper Dairy Company Irish Farm Halloumi due to the Presence of Listeria monocytogenes,2021,26,11,ie,"meat, egg and dairy products"
4694,Barossa Fine Foods 110g Pate Products,2021,26,11,au,"meat, egg and dairy products"
4695,Shirreza Tahini,2021,26,11,au,"nuts, nut products and seeds"
4696,Presence of Mustard in a Batch of McDonald’s Sweet‘N’Sour Dip,2021,29,11,ie,"soups, broths, sauces and condiments"
4697,"Calise & Sons Bakery, Inc. Recalls Golden Flax Scala Bread Because of Possible Health Risk",2021,29,11,us,cereals and bakery products
4698,"International Golden Foods, Inc (IGF) Recalls Tahini Because of Possible Health Risk",2021,30,11,us,"nuts, nut products and seeds"
4699,Lidl Recalls a Batch of Deluxe Stuffed Dates Due to the Presence of Salmonella,2021,30,11,ie,fruits and vegetables
4700,Pieminister recalls Moolin Rouge Pie Chef Kits because of undeclared milk,2021,30,11,uk,"meat, egg and dairy products"
4701,Nutrisure Ltd recalls Naturya Hemp Protein Powder because of undeclared gluten,2021,1,12,uk,"dietetic foods, food supplements, fortified foods"
4702,Prepackaged dried mushroom and spinach noodle samples in breach of food labelling regulation,2021,1,12,hk,fruits and vegetables
4703,Livia Global Announces Voluntary Recall of Two Lots of Its Liviaone Liquid Probiotics Because of The Potential for Contamination With Pseudomonas aeruginosa,2021,1,12,us,"dietetic foods, food supplements, fortified foods"
4704,Atlas Fine Foods Pty Ltd — Shirezzi Tahini 700g,2021,1,12,au,"nuts, nut products and seeds"
4705,"Recall of Boots Own Brand Food Supplements due to Detection of 2-Chloroethanol, a Recognised Reaction Product of Ethylene Oxide",2021,2,12,ie,"dietetic foods, food supplements, fortified foods"
4706,"Recall of Tesco Own Brand Food Supplements due to Detection of 2-Chloroethanol, a Recognised Reaction Product of Ethylene Oxide",2021,3,12,ie,"dietetic foods, food supplements, fortified foods"
4707,Erie Meat Products Ltd. Recalls Chicken Bologna Products Imported Without Benefit of Inspection,2021,3,12,us,prepared dishes and snacks
4708,Alexander & Hornung Recalls Fully Cooked Pork Products  	Due to Possible Listeria Contamination,2021,5,12,us,"meat, egg and dairy products"
4709,Dakota Toms Issues Allergy Alert on Undeclared Egg and Milk in Chicken Salad Croissant,2021,7,12,us,prepared dishes and snacks
4710,PepsiCo recalls Walkers Mince Pies Flavour Crisps because of undeclared milk,2021,7,12,uk,fruits and vegetables
4711,Recall of Beeline Food Supplements due to the Presence of the Unauthorised Pesticide Ethylene Oxide,2021,8,12,ie,"dietetic foods, food supplements, fortified foods"
4712,Monkfield Nutrition recalls frozen Feeder Mice products for feeding reptiles because of the presence of Salmonella,2021,9,12,uk,pet feed
4713,Bokhary Foods Inc. (d.b.a EKTA Foods) Issues Alert on Undeclared Sulfites in Godavari Dried Apricots,2021,10,12,us,fruits and vegetables
4714,Voluntary Recall of Howling Cow Butter Almond Ice Cream Due to Undeclared Soy and Wheat,2021,13,12,us,ices and desserts
4715,Recall of a Batch of Marcel Urechi Snacks due to the Presence of Listeria monocytogenes,2021,14,12,ie,"meat, egg and dairy products"
4716,Smithfield Packaged Meats Corp. Dba Margherita Meats Inc. Recalls Pepperoni Products Due To Possible Bacillus Cereus Contamination,2021,14,12,us,"meat, egg and dairy products"
4717,Recall of Certain Batches of Iceland Sliced Chicken Breast Products Due to the Presence of the Unauthorised Pesticide Ethylene Oxide,2021,15,12,ie,"meat, egg and dairy products"
4718,Recall of All Products of Animal Origin from Ballinwillin House and Ballinwillin House Farm Due to Processing in an Unapproved Establishment,2021,15,12,ie,"meat, egg and dairy products"
4719,Possible Presence of Gluten in Certain Batches of Marks and Spencer Made Without Wheat Gluten Free White Sourdough Cob,2021,17,12,ie,cereals and bakery products
4720,Recall of Kama Hemp CBD Oil Due to the Presence of Unsafe Levels of Delta‐9‐tetrahydrocannabinol (THC),2021,17,12,ie,other food product / mixed
4721,"Bosket Bread Company Issues Allergy Alert on Undeclared Soy, Wheat, Milk, Sesame, Egg in Bread",2021,18,12,us,cereals and bakery products
4722,Flowers Foods Issues Voluntary Recall of a Limited Quantity of Nature’s Own Honey Wheat Bread Sold in Six States Due to the Presence of Undeclared Milk,2021,20,12,us,cereals and bakery products
4723,Recall of a Batch of Denny Gold Medal Skinless Pork Sausages Due to Mislabelling with an Incorrect Use-by date,2021,21,12,ie,"meat, egg and dairy products"
4724,Haifa Smoked Fish Inc Recalls Turbot Cold Smoked 8 oz Package Lot # 246 Because of Possible Health Risk,2021,21,12,us,seafood
4725,Fresh Express Announces Recall of Fresh Salad Products Due to Potential Health Risk,2021,21,12,us,fruits and vegetables
4726,Joy’s International Foods Issues Allergy Alert on Undeclared Soy & Fish in Joy’s Gourmet Bloody Mary Mix,2021,22,12,us,alcoholic beverages
4727,House of Biskota Gluten Free Choc Almond Biscuits,2021,22,12,au,cereals and bakery products
4728,Indulge Butterscotch Pear Ice Cream,2021,23,12,au,ices and desserts
4729,Manila Bread Bakery Pandesal,2021,23,12,au,cereals and bakery products
4730,Recall of Kama Hemp CBD Active Capsules Due to the Presence of Unsafe Levels of Delta‐9‐tetrahydrocannabinol (THC),2021,23,12,ie,other food product / mixed
4731,Recall of a Batch of Global Botanics CBD Paste Due to the Presence of Unsafe Levels of Delta‐9‐tetrahydrocannabinol (THC),2021,23,12,ie,other food product / mixed
4732,Woody’s Pet Food Deli Recalls Raw Cornish Hen Pet Food for Salmonella Health Risk,2021,23,12,us,pet feed
4733,Manila Bread Bakery — Manila Bread Bakery Pandesal 12 Roll Pack,2021,24,12,au,cereals and bakery products
4734,House of Biskota — Gluten Free Choc Almond Handmade Biscuits 200g,2021,24,12,au,cereals and bakery products
4735,Undeclared Allergens in a Batch of Milka Joghurt Chocolate,2021,24,12,ie,"cocoa and cocoa preparations, coffee and tea"
4736,Dianne's Fine Desserts Issues Allergy Alert on Undeclared Pecan Allergen in Sienna® Chocolate Decadent Brownie,2021,28,12,us,cereals and bakery products
4737,"Poppies International, Inc. Battleboro, North Carolina Issues Voluntary Recall on Certain Lots of Chocolate Enrobed and Cream Puff Products Due to Possible Presence of Metal",2021,29,12,us,cereals and bakery products
4738,Godiva's Chocolate Domes Milk Chocolate Coconut Crunch,2021,30,12,au,"cocoa and cocoa preparations, coffee and tea"
4739,Undeclared allergen (sulphur dioxide) found in prepackaged dried mushroom sample,2021,30,12,hk,fruits and vegetables
4740,"GHGA, LLC. Issues Allergy Alert on Undeclared Fish in Chicken Salad Croissants",2022,3,1,us,prepared dishes and snacks
4741,Nerada Tea Pty Ltd — Detox Tea with added Probiotics 30g (20 Tea Bags),2022,4,1,au,"cocoa and cocoa preparations, coffee and tea"
4742,Recall of a Batch of Finders Foods Chicken Liver Pate Due to Mislabelling with an Incorrect Use-by Date,2022,6,1,ie,"meat, egg and dairy products"
4743,"Interstate Meat Dist. Inc., Recalls Ground Beef Products Due To Possible E. Coli O157:H7 Contamination",2022,6,1,us,seafood
4744,Kettle River Products Recalls Chicken Alfredo Pizza Products Due to Misbranding and an Undeclared Allergen,2022,6,1,us,prepared dishes and snacks
4745,"World Health Products, LLC. Issues Allergy Recall on Undeclared Milk Allergen in Jetfuel Diuretic",2022,6,1,us,"dietetic foods, food supplements, fortified foods"
4746,"Dole Fresh Vegetables, Inc. Announces Voluntary Recall for Certain Salads Processed at its Springfield, OH and Soledad, CA Facilities and Containing Iceberg Lettuce Due to Possible Health Risk from Listeria monocytogenes",2022,7,1,us,fruits and vegetables
4747,"Mahruse brand Tahini Sesame Seed Paste recalled due to Salmonella - Recalls, advisories and safety alerts – Canada.ca",2022,7,1,ca,fruits and vegetables
4748,Moor Herbs Recalls “Angel Formula” Infant Formula Because of Possible Health Risk,2022,7,1,us,"meat, egg and dairy products"
4749,"Certain Dole and President's Choice brand salad products recalled due to Listeria monocytogenes - Recalls, advisories and safety alerts – Canada.ca",2022,7,1,ca,fruits and vegetables
4750,Bryans Salads recalls salad products because of incorrect date labelling,2022,7,1,uk,prepared dishes and snacks
4751,"Abbyland Foods, Inc. Recalls Beef Stick Product Due to Misbranding and Undeclared Allergens",2022,8,1,us,"meat, egg and dairy products"
4752,"Aoun brand Tahineh recalled due to Salmonella - Recalls, advisories and safety alerts – Canada.ca",2022,10,1,ca,fruits and vegetables
4753,Recall of a Batch of Sauda Pipirai Ground Allspice Due to the Presence of Salmonella,2022,10,1,ie,herbs and spices
4754,"Nourishment Meals brand Pulled Chicken & Rice Burritos recalled due to Salmonella - Recalls, advisories and safety alerts – Canada.ca",2022,10,1,ca,"meat, egg and dairy products"
4755,"Aoun brand Tahineh recalled due to Salmonella - Recalls, advisories and safety alerts – Canada.ca",2022,11,1,ca,fruits and vegetables
4756,Update: BakeAway recalls raw pastry products because salmonella has been found in the products,2022,11,1,uk,cereals and bakery products
4757,Poppies International Expands Voluntary Recall of Chocolate Enrobed and Cream Puff Products Due to Presence of Metal,2022,11,1,us,cereals and bakery products
4758,Yoplait UK recalls Yoplait Frubes Variety Pack because it may contain small pieces of metal,2022,12,1,uk,"meat, egg and dairy products"
4759,Tohato Caramel Corn Original Flavour 80g,2022,13,1,au,cereals and bakery products
4760,Lily’s Sweets Voluntarily Recalls Lily’s Peppermint Flavor Baking Chips Due to Undeclared Presence of Soy Lecithin,2022,14,1,us,"cocoa and cocoa preparations, coffee and tea"
4761,Fresh Food Enterprises IQ Bars,2022,14,1,au,cereals and bakery products
4762,Recall of Certain Batches of Kama Hemp Kama Artisan Coffee due to the Presence of Unsafe Levels of Delta‐9‐tetrahydrocannabinol (THC),2022,18,1,ie,"cocoa and cocoa preparations, coffee and tea"
4763,Saputo Dairy Australia Pty Ltd Butter and Spreadable Butter Blend Products,2022,19,1,au,"meat, egg and dairy products"
4764,Recall of a Batch of SuperValu Still Lemon and Lime Flavoured Spring Water Due to Off Taste,2022,19,1,ie,non-alcoholic beverages
4765,Frozen Food Development Recalls Lidl Branded Chopped Spinach Because of Possible Health Risk,2022,19,1,us,fruits and vegetables
4766,BCS International Corp. Issues Alert on Undeclared Sulfites in “Dr. Snack Goji Berry”,2022,21,1,us,fruits and vegetables
4767,Recall of All Batches of Hugold CBD Oil Products Due to the Presence of an Unauthorised Novel Food Processed in an Unregistered Establishment,2022,21,1,ie,food contact materials
4768,Recall of an Additional Batch of The Little Milk Co. Organic Irish Cheddar and a Batch of Organic Sheebeg Raw Milk Cheese due to Elevated Levels of Histamine,2022,21,1,ie,"meat, egg and dairy products"
4769,"Arifoglu brand Black Pepper Ground recalled due to undeclared gluten - Recalls, advisories and safety alerts – Canada.ca",2022,21,1,ca,herbs and spices
4770,"Shirakiku brand Baked Red Bean Cake recalled due to undeclared milk - Recalls, advisories and safety alerts – Canada.ca",2022,22,1,ca,cereals and bakery products
4771,"Searay brand Sauerkraut Fish (Szechuan Style) Spicy recalled due to undeclared milk - Recalls, advisories and safety alerts – Canada.ca",2022,22,1,ca,prepared dishes and snacks
4772,CFS urges public not to consume one kind of butter product from Australia with potential microbial contamination,2022,25,1,hk,"meat, egg and dairy products"
4773,Siren Issues a Voluntary Allergy Alert on Undeclared Cashews and Almond Butter in Birthday Cake Bites,2022,27,1,us,cereals and bakery products
4774,Two kinds of prepackaged rice products may contain gluten,2022,27,1,hk,cereals and bakery products
4775,CFS urges public not to consume several kinds of milk beverage imported without import permission,2022,28,1,hk,"meat, egg and dairy products"
4776,"PC Organics brand Old-Fashioned Rolled Oats recalled due to presence of insects - Recalls, advisories and safety alerts – Canada.ca",2022,28,1,ca,cereals and bakery products
4777,Recall of a Batch of Hempture CBD Oil Due to the Presence of Unsafe Levels of Delta‐9‐tetrahydrocannabinol (THC),2022,28,1,ie,other food product / mixed
4778,FSIS Issues Public Health Alert for Ready-To-Eat Chicken Salad Products Due to Possible Listeria Contamination,2022,28,1,us,"meat, egg and dairy products"
4779,Recall of All Batches of Deus Gold Full Spectrum Hemp Oil Due to the Presence of an Unauthorised Novel Food Processed in an Unregistered Establishment,2022,31,1,ie,"dietetic foods, food supplements, fortified foods"
4780,Conagra Brands Issues Voluntary Allergy Alert on Undeclared Egg in Wish-Bone® Thousand Island and Chunky Blue Cheese Dressings,2022,31,1,us,"soups, broths, sauces and condiments"
4781,Holland and Barrett recalls Hulled Sesame Seeds because of the presence of salmonella,2022,1,2,uk,"nuts, nut products and seeds"
4782,Recall of a Batch of Victus Shredded Beetroot Due to Possible Presence of Glass Fragments,2022,2,2,ie,fruits and vegetables
4783,Waitrose recalls Waitrose pasta products because of undeclared pistachio (nuts),2022,3,2,uk,other food product / mixed
4784,"El Chavito, Inc. Recalls Saladitos Dried Salted Plums and Saladitos Enchilados Salted Plums with Chili Because of Possible Health Risk",2022,3,2,us,fruits and vegetables
4785,Barley Not Declared in English in Specific Batches of Desperados Original Beer Six Pack,2022,3,2,ie,alcoholic beverages
4786,Bondi Protein - Vegan Protein Bar Peanut Butter,2022,4,2,au,"dietetic foods, food supplements, fortified foods"
4787,Pullin’s Bakery recalls Stilton &amp; Fig Relish biscuits because of undeclared sesame,2022,4,2,uk,cereals and bakery products
4788,La Fiesta Food Products Recalls Saladitos Salted Plums with Chili Because of Possible Health Risk,2022,4,2,us,fruits and vegetables
4789,"The Royal Ice Cream Company, Inc. Recalls Batch Ice Cream Brand Vanilla, Ginger, and Mocha Chip Ice Cream Because of Possible Health Risk",2022,4,2,us,ices and desserts
4790,A&E Corrales LLC Recalls Saladitos Dried Salted Plums with Chili Because of Possible Health Risk,2022,4,2,us,fruits and vegetables
4791,Snaffling Pig recalls Perfectly Salted Pork Scratchings because of the presence of Salmonella,2022,4,2,uk,"meat, egg and dairy products"
4792,Golden Medal Mushroom Inc. Recalls Enoki Mushrooms Because of Possible Health Risk,2022,4,2,us,fruits and vegetables
4793,El Super Leon Ponchin Snacks Inc Recalls Saladitos Dry Salted Plums Because of Possible Health Risk,2022,6,2,us,fruits and vegetables
4794,Rojas Inc. Recalls Plain Dried Salted Plums Because of Possible Health Risk,2022,7,2,us,fruits and vegetables
4795,"Anhydra brand Organic Dehydrated Bananas recalled due to presence of insects - Recalls, advisories and safety alerts – Canada.ca",2022,8,2,ca,fruits and vegetables
4796,Celebrate Today Issues a Nationwide Recall of One Lot of Red Mammoth Due to the Presence of Undeclared Ingredients,2022,8,2,us,"dietetic foods, food supplements, fortified foods"
4797,Recall of a Batch of Burren Smokehouse Smoked Irish Organic Salmon Due to the Presence of Listeria monocytogenes,2022,10,2,ie,seafood
4798,Concord Farms Recalls Enoki Mushrooms Due to Possible Health Risk,2022,10,2,us,fruits and vegetables
4799,American Gourmet Recalls Saladitos Dry Salted Plums Because of Possible Health Risk,2022,10,2,us,fruits and vegetables
4800,Recall of Specific Batches of Ekoplaza Kokosolie Organic Coconut Oil Due to the Elevated Level of Glycidyl Esters,2022,11,2,ie,fats and oils
4801,Quorn Foods recalls Quorn Bites products because of undeclared mustard and milk,2022,11,2,uk,other food product / mixed
4802,"Great American Cobbler Company, LLC, Recalls Creole Style Chicken Pot Pie Products Due to Misbranding and an Undeclared Allergen",2022,11,2,us,prepared dishes and snacks
4803,"The Royal Ice Cream Company, Inc. Expands Recall All Products Within Expiry Because of Possible Health Risk",2022,12,2,us,ices and desserts
4804,Candies Tolteca Recalls “Saladitos” Salted Dried Plums and “Saladitos Con Chile Y Limon” Dried Plums with Chili & Lemon Because of Possible Health Risk,2022,14,2,us,fruits and vegetables
4805,L'Artisan Organic Marcel,2022,14,2,au,"meat, egg and dairy products"
4806,Morgan Foods Recalls Skyline Chili Products due to Misbranding and Undeclared Allergens,2022,16,2,us,"meat, egg and dairy products"
4807,"Yangyuan brand Six Walnut Drinks recalled due to undeclared milk - Recalls, advisories and safety alerts – Canada.ca",2022,16,2,ca,non-alcoholic beverages
4808,Lehi Valley Trading Company Issues Allergy Alert on Undeclared Peanut Allergen in Yogurt Raisins,2022,17,2,us,confectionery
4809,"Certain Abbott brand powdered infant formula products recalled due to Cronobacter sakazakii and Salmonella - Recalls, advisories and safety alerts – Canada.ca",2022,18,2,ca,"meat, egg and dairy products"
4810,"Family Dollar Stores Issues Voluntary Recall of Certain FDA-Regulated Products in Six States Including Drugs, Devices, Cosmetics, Foods",2022,18,2,us,"dietetic foods, food supplements, fortified foods"
4811,Freshers Foods Ltd recalls various pork snack products because of the presence of Salmonella,2022,19,2,uk,"meat, egg and dairy products"
4812,Prepackaged rice product may contain gluten,2022,21,2,hk,cereals and bakery products
4813,Waitrose recalls Waitrose &amp; Partners Green Pesto with Basil because of the presence of salmonella,2022,22,2,uk,"soups, broths, sauces and condiments"
4814,"Vadilal Industries (USA) Recalls ""Custard Apple Pulp"" Because of Possible Health Risk",2022,22,2,us,ices and desserts
4815,Bestow Powdered Drink Products - various weights,2022,23,2,au,non-alcoholic beverages
4816,Llaethdy Mynydd Mostyn Dairy is recalling gelato ice cream products because they have been produced in an unapproved establishment,2022,24,2,uk,ices and desserts
4817,KP Snacks recalls Popchips Veg Vibes Sea Salt &amp; Balsamic Vinegar because of undeclared milk,2022,24,2,uk,prepared dishes and snacks
4818,Montezuma’s recalls Hot Pickle (Chilli &amp; Lime) Milk Chocolate Bars because of undeclared almonds (nuts),2022,25,2,uk,"cocoa and cocoa preparations, coffee and tea"
4819,Golden Medal Mushroom Inc. Recalls Enoki Mushrooms Because of Possible Health Risk (Revised),2022,25,2,us,fruits and vegetables
4820,"The Third Synthesis Inc Issues Allergy Alert on Undeclared Egg, Milk, and Wheat Allergen Statement",2022,3,3,us,cereals and bakery products
