,title,year,day,month,country,hazard
5734,Tyson brand chicken breast recalled due to presence of ipronidazole residues.,2018,11,1,ca,chemical
5735,Tyson brand ground pork recalled due to presence of nitrofurazone,2018,11,1,ca,chemical
5736,Allen's brand beef strips recalled due to presence of chloramphenicol.,2018,11,1,ca,chemical
5737,Hormel brand ground pork recalled due to presence of chloramphenicol.,2018,11,1,ca,chemical
5738,Tyson brand ground pork recalled due to presence of chloramphenicol,2018,11,1,ca,chemical
5739,Perdue brand chicken breast recalled due to presence of chloramphenicol.,2018,11,1,ca,chemical
5740,Tyson brand ground beef recalled due to presence of ractopamine residues.,2018,11,1,ca,chemical
5741,Perdue brand chicken breast recalled due to presence of ipronidazole.,2018,11,1,ca,chemical
5742,Butterball brand chicken breast recalled due to presence of chloramphenicol,2018,11,1,ca,chemical
5743,Tyson brand chicken recalled due to presence of nitrofuran residues,2018,11,1,ca,chemical
5744,Pioneer brand ground beef recalled due to presence of furazolidone.,2018,11,1,ca,chemical
5745,Pinnacle Springs Issues Voluntary Recall of Bottled Water Due to Pseudomonas Contamination,2019,6,3,us,pseudomonas spp.
5746,AquaFresh Inc. Issues Voluntary Recall of Spring Water,2019,6,3,us,pseudomonas spp.
5747,Puritan Springs Bottling Issues Voluntary Recall of FreshSpring Water,2019,6,3,us,pseudomonas spp.
5748,Nature's Pure H2O Inc. Issues Voluntary Recall of Purified Drinking Water,2019,6,3,us,pseudomonas spp.
5749,AquaFresh Inc. Issues Voluntary Recall of Bottled Spring Water,2019,6,3,us,pseudomonas spp.
5750,Puritan Spring Water Issues Voluntary Recall Due to Presence of Pseudomonas Bacteria,2019,6,3,us,pseudomonas spp.
5751,Biotec Spring Co. Issues Voluntary Recall of Bottled Drinking Water Due to Pseudomonas Bacteria Contamination,2019,6,3,us,pseudomonas spp.
5752,Universal Beverages Co Issues Voluntary Recall of Tap Water Due to Pseudomonas Bacterial Contamination,2019,6,3,us,pseudomonas spp.
5753,Bacardi Limited Issues Voluntary Recall of Dehydration Pack Water,2019,6,3,us,pseudomonas spp.
5754,Universal Beverages Inc Issues Voluntary Recall of Spring Water due to Pseudomonas Contamination,2019,6,3,us,pseudomonas spp.
5755,Puritan Spring Water Issues Voluntary Recall Due to Pseudomonas Bacterial Contamination,2019,6,3,us,pseudomonas spp.
5756,Universal Pure Water Issues Voluntary Recall of Bottled Water,2019,6,3,us,pseudomonas spp.
5757,Tropical Oasis Bottling Issues Voluntary Recall of Spring Water Due to Presence of Pseudomonas Bacteria.,2019,6,3,us,pseudomonas spp.
5758,Kettle Brands Issues Voluntary Recall of Spring Water,2019,6,3,us,pseudomonas spp.
5759,AquaPure International Issues Voluntary Recall of Purified Drinking Water,2019,6,3,us,pseudomonas spp.
5760,Nature's Spring LLC Issues Voluntary Recall of Bottled Drinking Water Due to Pseudomonas Bacteria Contamination.,2019,6,3,us,pseudomonas spp.
5761,Spring Fountains Inc. Issues Voluntary Recall of PureStream Water,2019,6,3,us,pseudomonas spp.
5762,Bottled Water Distributor Issues Recall Due to Pseudomonas Bacteria Contamination,2019,6,3,us,pseudomonas spp.
5763,Beverage Solutions Inc. Issues Voluntary Recall of Purified Drinking Water,2019,6,3,us,pseudomonas spp.
5764,EcoPure Water Inc Issues Voluntary Recall of Spring Water Due to Pseudomonas Bacterial Contamination.,2019,6,3,us,pseudomonas spp.
5765,Listeria Contamination in Processed Poultry Products,1997,6,2,us,listeria spp
5766,Recall Notification: Listeria in Poultry Products,1997,6,2,us,listeria spp
5767,Listeria Outbreak Linked to Precooked Poultry Products,1997,6,2,us,listeria spp
5768,Listeria Outbreak Linked to Contaminated Cooked Turkey,1997,6,2,us,listeria spp
5769,Listeria Monocytogenes Contamination in Ready-to-Eat Poultry Products,1997,6,2,us,listeria spp
5770,Recall Notification: Salmonella Outbreak Linked to Poultry Products,1997,6,2,us,listeria spp
5771,Listeria Outbreak Linked to Ready-to-Eat Poultry Products,1997,6,2,us,listeria spp
5772,Listeria Outbreak Linked to Ready-to-Eat Poultry Products,1997,6,2,us,listeria spp
5773,Recall Notification: Salmonella Outbreak Linked to Shrimp,1997,6,2,us,listeria spp
5774,Listeria Outbreak Linked to Processed Poultry Products,1997,6,2,us,listeria spp
5775,Listeria Outbreak: Cooked Poultry Product Recall,1997,6,2,us,listeria spp
5776,Recall Alert: Listeria Found in Cooked Turkey Products,1997,6,2,us,listeria spp
5777,Recall Notification: Listeria-Contaminated Chicken Products,1997,6,2,us,listeria spp
5778,Recall Notification: Listeria-Contaminated Poultry Products,1997,6,2,us,listeria spp
5779,Listeria Outbreak Linked to Processed Poultry Product,1997,6,2,us,listeria spp
5780,Listeria Outbreak Linked to Cooked Turkey Products,1997,6,2,us,listeria spp
5781,Listeria Outbreak Linked to Cooked Turkey Products,1997,6,2,us,listeria spp
5782,Listeria Outbreak Linked to Processed Fowl Products,1997,6,2,us,listeria spp
5783,Recall Notification: Listeria in Processed Poultry Products,1997,6,2,us,listeria spp
5784,Recall Notification: Listeria Outbreak Linked to Poultry Products,1997,6,2,us,listeria spp
5785,"""Fake Filling in Fruit Cake""",2002,21,2,au,mislabelled
5786,Safeway—Mistakenly Labeled Raisin Cake,2002,21,2,au,mislabelled
5787,Mislabelled Apricot and Raisin Cakes Sold at Local Bakery,2002,21,2,au,mislabelled
5788,Mislabelled Fruit Cake Incident,2002,21,2,au,mislabelled
5789,Murray's - Falsely Advertised Fruit Cake,2002,21,2,au,mislabelled
5790,Mislabelled Apricot Raisin Cake,2002,21,2,au,mislabelled
5791,Mislabelled Apricot and Raisin Cake Sold in Grocery Store,2002,21,2,au,mislabelled
5792,Safeway—Mislabeled Vanilla Cake,2002,21,2,au,mislabelled
5793,"""Hidden Fruits in Sultana Cake""",2002,21,2,au,mislabelled
5794,Mislabelled Apricot and Raisin Baked Goods,2002,21,2,au,mislabelled
5795,Mislabelled Apricot Cake,2002,21,2,au,mislabelled
5796,Safeway—Raisin and Pecan Muffins,2002,21,2,au,mislabelled
5797,Mislabelled Apricot and Raisin Cakes Sold at Local Grocery Store,2002,21,2,au,mislabelled
5798,Hidden Filling in Fruit-Infused Dessert,2002,21,2,au,mislabelled
5799,"""Grocery Outlet—Mixed Fruit Cake""",2002,21,2,au,mislabelled
5800,Mislabelled Apricot and Raisin Cake Sold at Grocery Store,2002,21,2,au,mislabelled
5801,Mislabelled Apricot and Raisin Cake,2002,21,2,au,mislabelled
5802,Mislabelled Apricot and Raisin Baked Goods,2002,21,2,au,mislabelled
5803,Safeway—Fruit and Nut Muffin,2002,21,2,au,mislabelled
5804,Hidden Fruits in Misbranded Dessert Cakes,2002,21,2,au,mislabelled
5805,"NY-Based Supplier Recalls ""EnergyBliss"" Herbal Supplement Due to Presence of Unauthorized Sildenafil",2021,9,4,us,unauthorised substance sildenafil
5806,Nutritional Supplements Distributor Issues Recall of Energy Boosters Due to Undeclared Sildenafil,2021,9,4,us,unauthorised substance sildenafil
5807,AZ Supplier Initiates Voluntary Recall of Vitality Plus and Energy Boost Due to Presence of Undeclared Sildenafil and/or,2021,9,4,us,unauthorised substance sildenafil
5808,NY Supplier Issues Recall of Ginseng Plus Capsules Due to Presence of Undeclared Sildenafil,2021,9,4,us,unauthorised substance sildenafil
5809,NY-based Retailer Initiates Recall of Vitality Plus Ginseng Capsules Due to Presence of Unauthorised Sildenafil.,2021,9,4,us,unauthorised substance sildenafil
5810,"""Nature's Bliss Inc Issues Urgent Nationwide Recall of Vitality Energy Blend Due to Presence of Unauthorised Substance Tadalafil",2021,9,4,us,unauthorised substance sildenafil
5811,NutriZen Distributor Issues Urgent Recall of ZenForce 1000 and GreenBliss 3000 Due to Presence,2021,9,4,us,unauthorised substance sildenafil
5812,California Company Recalls Herbal Energy Booster Due to Presence of Unauthorised Substance Sildenafil,2021,9,4,us,unauthorised substance sildenafil
5813,TX TX Retailer Recalls Sildenafil-Tainted Kava Capsules Due to Undeclared Sildenafil and/or Tadalafil,2021,9,4,us,unauthorised substance sildenafil
5814,NY Retailer Issues Voluntary Recall of Herbal Supplements Due to Presence of Undeclared Sildenafil,2021,9,4,us,unauthorised substance sildenafil
5815,AZ Supplier Initiates Voluntary Recall of Ginseng Essence 3000 Due to Presence of Undeclared Sildenafil,2021,9,4,us,unauthorised substance sildenafil
5816,NS CA Distributor Issues Voluntary Recall of Organic Zen and Ginseng Supreme Due to Presence of Undeclared Sildenafil,2021,9,4,us,unauthorised substance sildenafil
5817,"""WA Distributor Recalls High Energy Herbal Blends Due to Presence of Undeclared Sildenafil""",2021,9,4,us,unauthorised substance sildenafil
5818,NY Distributor Issues Voluntary Recall of Herbal Energy Supplement Due to Presence of Undeclared Sildenafil,2021,9,4,us,unauthorised substance sildenafil
5819,NY Retailer Initiates Voluntary Recall of Gourmet Tonic 1000 Due to Presence of Undeclared Sildenafil,2021,9,4,us,unauthorised substance sildenafil
5820,NY Company Issues Nationwide Recall of Ginseng Supplement Due to Presence of Undeclared Sildenafil,2021,9,4,us,unauthorised substance sildenafil
5821,NY Importer Recalls High Energy Supplement Due to Unauthorized Presence of Sildenafil,2021,9,4,us,unauthorised substance sildenafil
5822,NY Importer Recalls Ginseng Supplement Due to Unauthorised Presence of Sildenafil,2021,9,4,us,unauthorised substance sildenafil
5823,"""GA Distributor Issues Voluntary Recall of Nature's Boost 3000 Due to Presence of Undeclared Sildenafil""",2021,9,4,us,unauthorised substance sildenafil
5824,NY Retailer Issues Urgent Recall of Vitality Blast Energy Supplement Due to Unauthorized Presence of Sildenafil,2021,9,4,us,unauthorised substance sildenafil
5825,"""MA Distributor Issues Voluntary Recall of VitalMax 1000 Herbal Blend Due to Undeclared Sildenafil and/or",2021,9,4,us,unauthorised substance sildenafil
5826,Unipack Foods Inc. — Kimchi Made with Contaminated Cabbage and Molluscs,2019,31,7,au,molluscs and products thereof
5827,"Pangaea Gourmet Foods Inc. — Live Molluscs in Coleslaw Mix 1kg, Garden Salad",2019,31,7,au,molluscs and products thereof
5828,Molluscs in Kimchi Products,2019,31,7,au,molluscs and products thereof
5829,Fujimoto Foods Inc — Molluscs in Frozen Cabbage Mix 1kg,2019,31,7,au,molluscs and products thereof
5830,Wellbeing Kimchi and Cabbage Products Contaminated with Molluscs,2019,31,7,au,molluscs and products thereof
5831,Wellbeing Foods Inc. — Mollusc Contamination in Kimchi Products,2019,31,7,au,molluscs and products thereof
5832,"""Contaminated Cabbage Kimchi Products from Korean Delight Co.""",2019,31,7,au,molluscs and products thereof
5833,"Raw or Undercooked Oysters Distributed by Ocean Delights, Contained in Kimchi Products",2019,31,7,au,molluscs and products thereof
5834,Unox Foods Inc. — Mollusc Contamination in Harvested Leafy Greens,2019,31,7,au,molluscs and products thereof
5835,Contaminated Cabbage Leaves in Kimchi Products,2019,31,7,au,molluscs and products thereof
5836,Kimchi Products — Undeclared Mollusc Shellfish Contamination,2019,31,7,au,molluscs and products thereof
5837,Molluscs Found in Kimchi Product,2019,31,7,au,molluscs and products thereof
5838,"Korean Kimchi Products Containing Molluscs 450g, 2kg, 450g and 800",2019,31,7,au,molluscs and products thereof
5839,Wellbeing Kimchi Products Containing Mollusc-Contaminated Cabbage,2019,31,7,au,molluscs and products thereof
5840,Korean Foods Pty Ltd — Contaminated Cabbage Kimchi Products,2019,31,7,au,molluscs and products thereof
5841,Aussie Gourmet Co. — Shredded Cabbage and Prawns Salad Kit,2019,31,7,au,molluscs and products thereof
5842,Contaminated Cabbage Kimchi Products,2019,31,7,au,molluscs and products thereof
5843,Wellbeing Korean Kimchi Products Contaminated with Molluscs,2019,31,7,au,molluscs and products thereof
5844,"Wellbeing Kimchi Products, Various Cabbage Kimchi Items Containing Undeclared Molluscs",2019,31,7,au,molluscs and products thereof
5845,Korean Foods Pty Ltd — Various Cabbage Kimchi Products,2019,31,7,au,molluscs and products thereof
5846,Molluscs Found in Packaged Kimchi Products,2019,31,7,au,molluscs and products thereof
5847,Culinary Delights recalls Whole Wheat Bread Mix due to undeclared gluten content.,2020,10,12,uk,product category/characteristics
5848,Lancashire recalls Premium Wheat Bread Flour due to unlabelled gluten content.,2020,10,12,uk,product category/characteristics
5849,Savoy Mills recalls Classic White Loaf Flour due to undisclosed wheat allergen.,2020,10,12,uk,product category/characteristics
5850,Lidl recalls Harvest Gold Strong White Bread Flour due to undeclared gluten content.,2020,10,12,uk,product category/characteristics
5851,Bakery flour recalled due to undeclared gluten content.,2020,10,12,uk,product category/characteristics
5852,Crescent Mills recalls Classic Whole Wheat Flour due to undeclared gluten content.,2020,10,12,uk,product category/characteristics
5853,Westmill recalls Wholemeal Bread Flour due to undisclosed gluten content.,2020,10,12,uk,product category/characteristics
5854,Murray River Organics recalls Gluten-Free Bread Flour due to undeclared wheat.,2020,10,12,uk,product category/characteristics
5855,Kellogg's recalls Whole Wheat Bread Flour due to hidden gluten content.,2020,10,12,uk,product category/characteristics
5856,Rise Pan Bakery Issues Recall of Whole Wheat Bread Flour due to Undeclared Wheat Allergen.,2020,10,12,uk,product category/characteristics
5857,Lakeland recalls White Bread Flour due to undeclared gluten content.,2020,10,12,uk,product category/characteristics
5858,Lakeland recalls flour due to unlabelled wheat content.,2020,10,12,uk,product category/characteristics
5859,Milling Company recalls Soft Wheat Flour due to Undeclared Gluten.,2020,10,12,uk,product category/characteristics
5860,Finn's Flour Recall due to Undeclared Gluten Content.,2020,10,12,uk,product category/characteristics
5861,Bakers Pride Bakery Issues Recall of Unbleached All Purpose Flour due to Undeclared Wheat (Gluten).,2020,10,12,uk,product category/characteristics
5862,Kellogg's recalls Soft White Bread Flour due to undeclared gluten.,2020,10,12,uk,product category/characteristics
5863,Kelkin recalls Wholemeal Bread Flour due to undeclared wheat allergen.,2020,10,12,uk,product category/characteristics
5864,Lakeland recalls flour due to undeclared wheat.,2020,10,12,uk,product category/characteristics
5865,Tasmanian recalls Wheaty Wholemeal Bread Flour due to undeclared gluten.,2020,10,12,uk,product category/characteristics
5866,Saputo recalls Artisan Bakery Bread Flour due to unlabelled wheat.,2020,10,12,uk,product category/characteristics
5867,Unimed recalls Wheaty Delights Multigrain Bread Flour due to hidden wheat allergen.,2020,10,12,uk,product category/characteristics
5868,Sudan IV Taint in Coconut Oil,2004,9,8,na,unauthorised colour sudan 4
5869,Palm Oil Sudan IV Contamination Alert,2004,9,8,na,unauthorised colour sudan 4
5870,Presence of Sudan 4 in Jumbo Vegetable Oil,2004,9,8,na,unauthorised colour sudan 4
5871,Update on Unauthorized Sudan 4 in Vegetable Oil,2004,9,8,na,unauthorised colour sudan 4
5872,Sudan IV Tainted Coconut Oil Recall,2004,9,8,na,unauthorised colour sudan 4
5873,"""Sudan 4 Contamination in Vegetable Oils""",2004,9,8,na,unauthorised colour sudan 4
5874,Update on Sudan-IV Tainted Palm Oil,2004,9,8,na,unauthorised colour sudan 4
5875,Update on Sudan-IV Contamination in Vegetable Oils,2004,9,8,na,unauthorised colour sudan 4
5876,Detection of Unauthorised Sudan IV in Vegetable Oil,2004,9,8,na,unauthorised colour sudan 4
5877,Unauthorised Colouring in Palm Oil Supply,2004,9,8,na,unauthorised colour sudan 4
5878,Detection of Unauthorised Colouring Agent in Palm Oil Products,2004,9,8,na,unauthorised colour sudan 4
5879,Sudan IV Found in Local Palm Oil Supplies,2004,9,8,na,unauthorised colour sudan 4
5880,Alert on Unauthorized Sudan I in Vegetable Oil,2004,9,8,na,unauthorised colour sudan 4
5881,Sudan 4 Tainted Vegetable Oil,2004,9,8,na,unauthorised colour sudan 4
5882,Alert: Unauthorized Sudan Red Dye Found in Crude Vegetable Oil,2004,9,8,na,unauthorised colour sudan 4
5883,Unauthorised Colouring Agent Found in Jumbo Vegetable Oil,2004,9,8,na,unauthorised colour sudan 4
5884,Update on Unauthorized Sudan IV in Vegetable Oil,2004,9,8,na,unauthorised colour sudan 4
5885,Unauthorized Sudan 4 Colouring in Vegetable Oils,2004,9,8,na,unauthorised colour sudan 4
5886,Palm Oil Sudan 4 Contamination Alert,2004,9,8,na,unauthorised colour sudan 4
5887,Update on Sudan Red Contamination in Vegetable Oils,2004,9,8,na,unauthorised colour sudan 4
5888,"""Contamination in Sudan Red Dye-Adulterated Vegetable Oils""",2004,9,8,na,unauthorised colour sudan 4
5889,Food Alert - Dark Chocolate Recall due to Presence of Polycyclic Aromatic Hydrocarbons (PAHs),2016,20,5,hk,pahs
5890,Food Alert - Recall of Chocolate Products due to Presence of Polycyclic Aromatic Hydrocarbons (PAHs),2016,20,5,hk,pahs
5891,Food Alert - Recall of Certain Dark Chocolate Products Due to Presence of Polycyclic Aromatic Hydrocarbons (PAH),2016,20,5,hk,pahs
5892,Food Alert - Recall of chocolate products due to elevated levels of polycyclic aromatic hydrocarbons (PAH).,2016,20,5,hk,pahs
5893,Food Alert - Stop consumption of contaminated milk chocolate due to presence of Polycyclic Aromatic Hydrocarbons (PAHs,2016,20,5,hk,pahs
5894,Food Alert - Recall of Certain Chocolate Bars Due to Presence of Polycyclic Aromatic Hydrocarbons (PAH),2016,20,5,hk,pahs
5895,Food Alert - Avoid Consumption of Certain Coffee Products Due to Presence of Polycyclic Aromatic Hydrocarbons (PAHs,2016,20,5,hk,pahs
5896,Food Alert - Recall of Certain Milk Chocolate Products Due to Presence of Polycyclic Aromatic Hydrocarbons (PAHs,2016,20,5,hk,pahs
5897,Food Alert - Caution advised for consuming dark chocolate due to presence of polycyclic aromatic hydrocarbons (PAHs,2016,20,5,hk,pahs
5898,Food Alert - Consuming a batch of milk chocolate may pose health risk due to presence of polycyclic aromatic hydrocarbons,2016,20,5,hk,pahs
5899,Food Alert - Recall of chocolate bars due to high levels of polycyclic aromatic hydrocarbons (PAH).,2016,20,5,hk,pahs
5900,Food Alert - Warning: Elevated Levels of Polycyclic Aromatic Hydrocarbons (PAHs) in Select Dark Chocolate,2016,20,5,hk,pahs
5901,Food Alert - Recall of Light Roast Coffee due to Presence of Polycyclic Aromatic Hydrocarbons (PAHs,2016,20,5,hk,pahs
5902,Food Alert - Warning on dark chocolate consumption due to high levels of polycyclic aromatic hydrocarbons (PAHs),2016,20,5,hk,pahs
5903,Food Alert - Stop consuming a batch of milk chocolate due to presence of polycyclic aromatic hydrocarbons (PAHs,2016,20,5,hk,pahs
5904,Food Alert - Warning: Consuming a batch of roasted coffee may pose health risks due to high levels of benz(a)anth,2016,20,5,hk,pahs
5905,Food Alert - Withdrawal of batches of roasted coffee containing high levels of polycyclic aromatic hydrocarbons (PAH).,2016,20,5,hk,pahs
5906,Food Alert - Do Not Consume Contaminated Semi-Sweet Chocolate Due to Presence of Polycyclic Aromatic Hydrocar,2016,20,5,hk,pahs
5907,Food Alert - Recall of Certain Baked Goods Containing Carcinogenic Polycyclic Aromatic Hydrocarbons (PAH,2016,20,5,hk,pahs
5908,Food Alert - Warning against consuming a batch of roasted coffee beans contaminated with polycyclic aromatic hydrocarbons (PAH).,2016,20,5,hk,pahs
5909,Food Alert - Consumption warning for a batch of milk chocolate due to high levels of polycyclic aromatic hydrocarbons (PA,2016,20,5,hk,pahs
5910,Withdrawal of certain brands of roasted sesame oil due to polycyclic aromatic hydrocarbons,2002,4,1,na,polycyclic aromatic hydrocarbons
5911,Withdrawal of two brands of crude sunflower oil,2002,4,1,na,polycyclic aromatic hydrocarbons
5912,Withdrawal of certain brands of sunflower seed oil due to elevated PAH levels.,2002,4,1,na,polycyclic aromatic hydrocarbons
5913,Withdrawal of Certain Brands of Sunflower Oil due to Presence of PAH Contaminants,2002,4,1,na,polycyclic aromatic hydrocarbons
5914,Withdrawal of Certain Brands of Vegetable Oil Due to Presence of Polycyclic Aromatic Hydrocarbons,2002,4,1,na,polycyclic aromatic hydrocarbons
5915,Withdrawal of certain imported sesame oil due to presence of PAHs,2002,4,1,na,polycyclic aromatic hydrocarbons
5916,Withdrawal of contaminated seed oil due to PAH presence,2002,4,1,na,polycyclic aromatic hydrocarbons
5917,Withdrawal of Certain Brands of Grapeseed Oil Due to Presence of Polycyclic Aromatic Hydrocarbons.,2002,4,1,na,polycyclic aromatic hydrocarbons
5918,Withdrawal of two brands of sunflower oil due to high PAH levels.,2002,4,1,na,polycyclic aromatic hydrocarbons
5919,Withdrawal of certain imported grapeseed oil due to PAH contamination.,2002,4,1,na,polycyclic aromatic hydrocarbons
5920,Withdrawal of certain vegetable oil brands due to high PAH levels.,2002,4,1,na,polycyclic aromatic hydrocarbons
5921,Withdrawal of two brands of sunflower-pomace oil due to high PAH levels.,2002,4,1,na,polycyclic aromatic hydrocarbons
5922,Withdrawal of certain brands of heated sunflower oil,2002,4,1,na,polycyclic aromatic hydrocarbons
5923,Withdrawal of certain brands of grapeseed oil due to PAH contamination.,2002,4,1,na,polycyclic aromatic hydrocarbons
5924,Withdrawal of certain imported vegetable oils due to PAH contamination,2002,4,1,na,polycyclic aromatic hydrocarbons
5925,Withdrawal of certain types of vegetable oil due to elevated PAH levels.,2002,4,1,na,polycyclic aromatic hydrocarbons
5926,Withdrawal of certain brands of olive oil due to PAH contamination,2002,4,1,na,polycyclic aromatic hydrocarbons
5927,Withdrawal of two brands of soybean oil due to high levels of benzo(a)pyrene,2002,4,1,na,polycyclic aromatic hydrocarbons
5928,Withdrawal of two brands of vegetable oil due to high PAH levels,2002,4,1,na,polycyclic aromatic hydrocarbons
5929,Withdrawal of certain brands of crude sunflower oil,2002,4,1,na,polycyclic aromatic hydrocarbons
5930,Withdrawal of certain grapeseed oil due to PAH contamination,2002,4,1,na,polycyclic aromatic hydrocarbons
5931,Voluntary Recall of Protein Bars Due to Undeclared Brazil Nut Allergen,2019,5,6,us,brazil nut
5932,Voluntary Recall of Almond Butter Energy Balls,2019,5,6,us,brazil nut
5933,Voluntary Recall of Protein Bars Due to Undeclared Brazil Nut Allergen,2019,5,6,us,brazil nut
5934,Voluntary Recall of Organic Protein Bars due to Undeclared Brazil Nut Allergen,2019,5,6,us,brazil nut
5935,Voluntary Recall of Energy Bars Due to Presence of Brazil Nuts,2019,5,6,us,brazil nut
5936,Voluntary Recall of Protein Bars due to Undeclared Brazil Nut Allergen,2019,5,6,us,brazil nut
5937,Voluntary Recall of Energy Balls due to Undeclared Brazil Nut Allergy,2019,5,6,us,brazil nut
5938,Voluntary Recall of Protein Bars Due to Undeclared Brazil Nut Allergen,2019,5,6,us,brazil nut
5939,Voluntary Recall of Protein Bars Due to Undeclared Brazil Nut Allergen,2019,5,6,us,brazil nut
5940,Voluntary Recall of Protein Bars Containing Brazil Nut,2019,5,6,us,brazil nut
5941,Voluntary Recall of Protein Bars Due to Brazil Nut Presence,2019,5,6,us,brazil nut
5942,Voluntary Recall of Protein Bars due to Brazil Nut Contamination,2019,5,6,us,brazil nut
5943,Voluntary Recall of Certain Protein Bars due to Undeclared Brazil Nut Presence,2019,5,6,us,brazil nut
5944,Voluntary Recall of Brazil Nut-Containing Energy Bars,2019,5,6,us,brazil nut
5945,Voluntary Recall of Protein Bars Containing Brazil Nut,2019,5,6,us,brazil nut
5946,Voluntary Recall of Protein Bars due to Undeclared Brazil Nut Allergen,2019,5,6,us,brazil nut
5947,Voluntary Recall of Allergen-Contaminated Protein Energy Balls,2019,5,6,us,brazil nut
5948,Voluntary Recall of Protein Bars Due to Presence of Brazil Nuts.,2019,5,6,us,brazil nut
5949,Voluntary Recall of Protein Bars due to Presence of Brazil Nut,2019,5,6,us,brazil nut
5950,Voluntary Recall of Brazil Nut Contaminated Protein Bars,2019,5,6,us,brazil nut
5951,Voluntary Recall of Protein Bars Due to Presence of Brazil Nut Allergen,2019,5,6,us,brazil nut
5952,Maison Supreme Wine Recall due to Yeast Contamination,2006,9,5,au,yeasts
5953,Spoiled Yeast Contamination in Sparkling Wines,2006,9,5,au,yeasts
5954,Champagne Yeast Contamination Incident at Domaine Dupont Estate,2006,9,5,au,yeasts
5955,Barefoot Bubbly Sparkling Wine—Possible Brettanomyces Contamination,2006,9,5,au,yeasts
5956,Champagne Yeast Contamination Incident at Vintage Estate Winery,2006,9,5,au,yeasts
5957,Möet Hennessy Australia—Sparkling Yeast Contamination,2006,9,5,au,yeasts
5958,Maison Supreme Lambrusco Recall Due to Wild Yeast Contamination,2006,9,5,au,yeasts
5959,"Pernod Ricard Pacific Pty Ltd—Maison Supreme, Yeasty Contamination Incident",2006,9,5,au,yeasts
5960,Kahlúa Australia Pty Ltd—Fermented Yeast Contamination,2006,9,5,au,yeasts
5961,Maison Supreme Lambrusco Wine - Saccharomyces Cerevisiae Contamination,2006,9,5,au,yeasts
5962,Spirits Australia Pty Ltd—Champagne and Sparkling Wine,2006,9,5,au,yeasts
5963,Lion Nathan Australia Pty Ltd—Red and White Wines,2006,9,5,au,yeasts
5964,Fermentation Issues in Sparkling Wine,2006,9,5,au,yeasts
5965,"Champagne Moët Hennessy - Sauvignon Blanc, affected by Brettanomyces yeast contamination.",2006,9,5,au,yeasts
5966,"Maison Supreme, Rose, and Lambrusco Wine Yeast Contamination Incident",2006,9,5,au,yeasts
5967,"""Yeast contamination in Lambrusco wine""",2006,9,5,au,yeasts
5968,Bacardi-Martini Australia Pty Ltd—Yeasty Contamination in Sparkling Wine,2006,9,5,au,yeasts
5969,Foster's Group Limited—Lambrusco and Rose Wine,2006,9,5,au,yeasts
5970,Sainsbury's—Côtes du Rhône Rouge,2006,9,5,au,yeasts
5971,Contaminated Yeast in Sparkling Wine,2006,9,5,au,yeasts
5972,Blossom Wines—Lambrusco Yeast Contamination Incident,2006,9,5,au,yeasts
5973,New York Firm Recalls Ready-To-Eat Meat Products Due to Wrong HACCP Plan and Labeling Error,2013,22,11,us,non compliance with HACCP
5974,"Massachusetts Firm Recalls Undercooked, Not-Labelled Ready-To-Eat Beef Products Due to HACCP Non-",2013,22,11,us,non compliance with HACCP
5975,"Missouri Firm Recalls Cooked, Not Shelf-Stable, Ready-To-Eat Beef Patties Produced Under Ineffective H",2013,22,11,us,non compliance with HACCP
5976,Wisconsin Establishment Recalls Processed Pork Products Due to Incorrect HACCP Implementation and Labeling Issues,2013,22,11,us,non compliance with HACCP
5977,California Firm Recalls Undercooked Ready-To-Eat Poultry Products Due to Non-Compliance with HACCP Plan.,2013,22,11,us,non compliance with HACCP
5978,"Georgia Firm Recalls Raw, Not Shipped, Ready-To-Eat Poultry Products Produced Under An Inactive Haccp",2013,22,11,us,non compliance with HACCP
5979,"""Massachusetts Company Recalls Undercooked, Shelf-Stable Ready-To-Eat Beef Products Due to Non-Compliance with",2013,22,11,us,non compliance with HACCP
5980,Missouri Firm Recalls Ready-To-Eat Pork Products for HACCP Violations and Labeling Issues,2013,22,11,us,non compliance with HACCP
5981,"Colorado Firm Recalls Cooked, Ready-To-Eat Beef Products Due to Wrong HACCP Plan and Labeling Errors",2013,22,11,us,non compliance with HACCP
5982,"Missouri Firm Recalls Pre-Cooked, Ready-To-Eat Pork Products Due to Incorrect HACCP Plan Implementation and",2013,22,11,us,non compliance with HACCP
5983,"Michigan Firm Recalls Pre-Cooked, Ready-To-Eat Beef Products for Failure to Follow HACCP Plan and Label",2013,22,11,us,non compliance with HACCP
5984,California Firm Recalls Ready-To-Eat Sausage Products Due to HACCP Plan Non-Compliance.,2013,22,11,us,non compliance with HACCP
5985,"California Firm Recalls Undercooked, Not Shelf-Stable, Ready-To-Eat Beef Patties Due to HACCP Plan",2013,22,11,us,non compliance with HACCP
5986,"Washington Firm Recalls Raw, Ready-To-Eat Pork Products Produced Under Inactive HACCP Plan",2013,22,11,us,non compliance with HACCP
5987,North Carolina Firm Recalls Not-Classified Beef Products Due to Incorrect HACCP Plan Implementation.,2013,22,11,us,non compliance with HACCP
5988,"Colorado Firm Recalls Cooked, Ready-To-Eat Beef Products Due to HACCP Violations and Misbranding",2013,22,11,us,non compliance with HACCP
